,structure_id,model,loop_len,rmsd
2750,9ENJ,alpha,2.0,0.601
2751,9ENJ,rosetta,2.0,0.896
2752,9ENJ,alpha,1.0,0.743
2753,9ENJ,rosetta,1.0,0.368
2754,9ENJ,alpha,3.0,0.481
2755,9ENJ,rosetta,3.0,0.826
2756,9ENJ,alpha,1.0,0.612
2757,9ENJ,rosetta,1.0,0.815
2758,9ENJ,alpha,5.0,0.492
2759,9ENJ,rosetta,5.0,0.792
2760,9ENJ,alpha,6.0,0.544
2761,9ENJ,rosetta,6.0,0.817
2762,9ENJ,alpha,5.0,0.496
2763,9ENJ,rosetta,5.0,0.823
2764,9ENJ,alpha,13.0,0.808
2765,9ENJ,rosetta,13.0,1.283
2766,9ENJ,alpha,7.0,0.709
2767,9ENJ,rosetta,7.0,1.381
2768,9ENJ,alpha,3.0,0.406
2769,9ENJ,rosetta,3.0,0.672
2770,9ENJ,alpha,2.0,0.642
2771,9ENJ,rosetta,2.0,0.828
2772,9ENJ,alpha,10.0,0.706
2773,9ENJ,rosetta,10.0,0.778
2774,9ENJ,alpha,1.0,0.779
2775,9ENJ,rosetta,1.0,0.603
2776,9ENJ,alpha,2.0,0.558
2777,9ENJ,rosetta,2.0,0.943
2778,9ENJ,alpha,1.0,1.043
2779,9ENJ,rosetta,1.0,1.185
2780,9ENJ,alpha,2.0,0.93
2781,9ENJ,rosetta,2.0,1.094
2782,9ENJ,alpha,4.0,0.818
2783,9ENJ,rosetta,4.0,1.013
2784,9ENJ,alpha,11.0,0.758
2785,9ENJ,rosetta,11.0,0.776
2786,9ENJ,alpha,1.0,0.62
2787,9ENJ,rosetta,1.0,1.162
2788,9ENJ,alpha,13.0,3.109
2789,9ENJ,rosetta,13.0,3.324
2790,9GEA,alpha,1.0,1.906
2791,9GEA,rosetta,1.0,2.152
2792,9GEA,alpha,7.0,2.346
2793,9GEA,rosetta,7.0,1.267
2794,9GEA,alpha,2.0,3.13
2795,9GEA,rosetta,2.0,1.823
2796,9GEA,alpha,6.0,3.327
2797,9GEA,rosetta,6.0,0.913
2798,9GEA,alpha,2.0,1.866
2799,9GEA,rosetta,2.0,1.726
2800,9GEA,alpha,4.0,2.412
2801,9GEA,rosetta,4.0,1.287
2802,9GEA,alpha,2.0,2.737
2803,9GEA,rosetta,2.0,1.26
2804,9GEA,alpha,1.0,2.022
2805,9GEA,rosetta,1.0,1.928
2806,9GEA,alpha,5.0,3.704
2807,9GEA,rosetta,5.0,1.799
2808,9GEA,alpha,7.0,2.953
2809,9GEA,rosetta,7.0,1.255
2810,9GEA,alpha,5.0,2.275
2811,9GEA,rosetta,5.0,1.535
2812,9GEA,alpha,6.0,4.214
2813,9GEA,rosetta,6.0,2.237
2814,9GEA,alpha,2.0,2.42
2815,9GEA,rosetta,2.0,1.512
2816,9GEA,alpha,4.0,3.187
2817,9GEA,rosetta,4.0,2.108
2818,9GEA,alpha,2.0,1.807
2819,9GEA,rosetta,2.0,1.978
2820,9GEA,alpha,1.0,2.394
2821,9GEA,rosetta,1.0,2.028
2822,9GEA,alpha,2.0,2.98
2823,9GEA,rosetta,2.0,1.656
2824,9CYR,alpha,1.0,1.299
2825,9CYR,rosetta,1.0,1.498
2826,9CYR,alpha,2.0,0.426
2827,9CYR,rosetta,2.0,0.968
2828,9CYR,alpha,11.0,0.548
2829,9CYR,rosetta,11.0,0.629
2830,9CYR,alpha,9.0,0.498
2831,9CYR,rosetta,9.0,0.723
2832,9CYR,alpha,7.0,0.681
2833,9CYR,rosetta,7.0,1.173
2834,9CYR,alpha,4.0,0.413
2835,9CYR,rosetta,4.0,0.669
2836,9CYR,alpha,3.0,0.408
2837,9CYR,rosetta,3.0,0.698
2838,9CYR,alpha,1.0,0.405
2839,9CYR,rosetta,1.0,0.692
2840,9CYR,alpha,1.0,0.473
2841,9CYR,rosetta,1.0,0.875
2842,9CYR,alpha,4.0,0.479
2843,9CYR,rosetta,4.0,0.649
2844,9CYR,alpha,2.0,0.809
2845,9CYR,rosetta,2.0,1.581
2846,9CYR,alpha,13.0,0.937
2847,9CYR,rosetta,13.0,0.99
2848,9CYR,alpha,4.0,0.401
2849,9CYR,rosetta,4.0,0.678
2850,9CYR,alpha,3.0,0.562
2851,9CYR,rosetta,3.0,0.782
2852,9CYR,alpha,4.0,0.522
2853,9CYR,rosetta,4.0,1.027
2854,9CYR,alpha,12.0,1.353
2855,9CYR,rosetta,12.0,1.328
2856,9CYR,alpha,8.0,0.548
2857,9CYR,rosetta,8.0,0.92
2858,9CYR,alpha,6.0,0.401
2859,9CYR,rosetta,6.0,0.792
2860,9CYR,alpha,3.0,0.685
2861,9CYR,rosetta,3.0,2.108
2862,9CYR,alpha,2.0,0.493
2863,9CYR,rosetta,2.0,0.896
2864,9CYR,alpha,10.0,0.437
2865,9CYR,rosetta,10.0,0.883
2866,9CYR,alpha,4.0,1.675
2867,9CYR,rosetta,4.0,1.412
2868,8VJU,alpha,16.0,0.959
2869,8VJU,rosetta,16.0,1.096
2870,8VJU,alpha,7.0,0.715
2871,8VJU,rosetta,7.0,1.542
2872,8VJU,alpha,1.0,1.06
2873,8VJU,rosetta,1.0,0.875
2874,8VJU,alpha,4.0,1.345
2875,8VJU,rosetta,4.0,0.785
2876,8VJU,alpha,2.0,0.399
2877,8VJU,rosetta,2.0,0.923
2878,8VJU,alpha,2.0,0.919
2879,8VJU,rosetta,2.0,1.488
2880,8VJU,alpha,2.0,0.812
2881,8VJU,rosetta,2.0,1.414
2882,8VJU,alpha,6.0,0.534
2883,8VJU,rosetta,6.0,0.846
2884,8VJU,alpha,4.0,1.156
2885,8VJU,rosetta,4.0,0.664
2886,8VJU,alpha,2.0,1.009
2887,8VJU,rosetta,2.0,0.473
2888,8VJU,alpha,4.0,0.784
2889,8VJU,rosetta,4.0,0.858
2890,8VJU,alpha,3.0,0.992
2891,8VJU,rosetta,3.0,0.715
2892,8VJU,alpha,5.0,1.048
2893,8VJU,rosetta,5.0,1.142
2894,8VJU,alpha,2.0,1.176
2895,8VJU,rosetta,2.0,0.87
2896,8VJU,alpha,3.0,0.767
2897,8VJU,rosetta,3.0,0.64
2898,8VJU,alpha,4.0,1.108
2899,8VJU,rosetta,4.0,0.587
2900,8VJU,alpha,4.0,0.461
2901,8VJU,rosetta,4.0,0.827
2902,8VJU,alpha,7.0,0.546
2903,8VJU,rosetta,7.0,1.059
2904,8VJU,alpha,9.0,0.927
2905,8VJU,rosetta,9.0,0.788
2906,8VJU,alpha,3.0,0.669
2907,8VJU,rosetta,3.0,1.028
2908,8VJU,alpha,1.0,0.605
2909,8VJU,rosetta,1.0,0.789
2910,8VJU,alpha,1.0,0.459
2911,8VJU,rosetta,1.0,0.779
2912,8VJU,alpha,10.0,1.195
2913,8VJU,rosetta,10.0,0.944
2914,8VJU,alpha,5.0,0.557
2915,8VJU,rosetta,5.0,0.902
2916,8VJU,alpha,11.0,1.188
2917,8VJU,rosetta,11.0,0.669
2918,8VJU,alpha,2.0,0.566
2919,8VJU,rosetta,2.0,0.602
2920,8VJU,alpha,5.0,0.701
2921,8VJU,rosetta,5.0,0.549
2922,8VJU,alpha,2.0,1.075
2923,8VJU,rosetta,2.0,0.761
2924,8VJU,alpha,6.0,1.136
2925,8VJU,rosetta,6.0,1.218
2926,8VJU,alpha,2.0,0.669
2927,8VJU,rosetta,2.0,0.513
2928,8VJU,alpha,2.0,0.517
2929,8VJU,rosetta,2.0,0.68
2930,8VJU,alpha,2.0,0.391
2931,8VJU,rosetta,2.0,0.462
2932,8VJU,alpha,10.0,0.522
2933,8VJU,rosetta,10.0,0.976
2934,8VJU,alpha,2.0,0.425
2935,8VJU,rosetta,2.0,0.868
2936,8VJU,alpha,7.0,0.674
2937,8VJU,rosetta,7.0,1.281
2938,8VJU,alpha,2.0,0.47
2939,8VJU,rosetta,2.0,0.961
2940,8VJU,alpha,7.0,0.786
2941,8VJU,rosetta,7.0,0.802
2942,8VJU,alpha,2.0,0.809
2943,8VJU,rosetta,2.0,0.835
2944,8VJU,alpha,4.0,1.041
2945,8VJU,rosetta,4.0,1.179
2946,8VJU,alpha,1.0,0.836
2947,8VJU,rosetta,1.0,0.498
2948,8VJU,alpha,8.0,0.583
2949,8VJU,rosetta,8.0,0.929
2950,8VJU,alpha,6.0,0.431
2951,8VJU,rosetta,6.0,0.918
2952,8VJU,alpha,7.0,0.405
2953,8VJU,rosetta,7.0,0.705
2954,8VJU,alpha,6.0,0.658
2955,8VJU,rosetta,6.0,1.015
2956,8VJU,alpha,5.0,0.764
2957,8VJU,rosetta,5.0,1.163
2958,8VLL,alpha,3.0,0.611
2959,8VLL,rosetta,3.0,1.348
2960,8VLL,alpha,5.0,0.34
2961,8VLL,rosetta,5.0,0.474
2962,8VLL,alpha,5.0,0.739
2963,8VLL,rosetta,5.0,0.952
2964,8VLL,alpha,2.0,0.534
2965,8VLL,rosetta,2.0,0.613
2966,8VLL,alpha,6.0,0.496
2967,8VLL,rosetta,6.0,0.89
2968,8VLL,alpha,5.0,0.653
2969,8VLL,rosetta,5.0,0.869
2970,8VLL,alpha,2.0,0.511
2971,8VLL,rosetta,2.0,0.502
2972,8VLL,alpha,3.0,0.722
2973,8VLL,rosetta,3.0,0.781
2974,8VLL,alpha,3.0,0.524
2975,8VLL,rosetta,3.0,0.478
2976,8VLL,alpha,7.0,0.455
2977,8VLL,rosetta,7.0,0.799
2978,8VLL,alpha,3.0,0.536
2979,8VLL,rosetta,3.0,0.625
2980,8VLL,alpha,3.0,0.399
2981,8VLL,rosetta,3.0,0.771
2982,8VLL,alpha,1.0,0.832
2983,8VLL,rosetta,1.0,0.821
2984,8VLL,alpha,3.0,1.046
2985,8VLL,rosetta,3.0,1.023
2986,8TTD,alpha,3.0,0.932
2987,8TTD,rosetta,3.0,1.285
2988,8TTD,alpha,4.0,0.31
2989,8TTD,rosetta,4.0,0.906
2990,8TTD,alpha,8.0,0.651
2991,8TTD,rosetta,8.0,0.892
2992,8TTD,alpha,7.0,0.431
2993,8TTD,rosetta,7.0,0.837
2994,8TTD,alpha,4.0,0.302
2995,8TTD,rosetta,4.0,0.877
2996,8TTD,alpha,1.0,0.328
2997,8TTD,rosetta,1.0,0.979
2998,8TTD,alpha,2.0,0.656
2999,8TTD,rosetta,2.0,0.896
3000,8TTD,alpha,10.0,0.473
3001,8TTD,rosetta,10.0,0.717
3002,8TTD,alpha,2.0,0.507
3003,8TTD,rosetta,2.0,0.696
3004,8TTD,alpha,10.0,0.463
3005,8TTD,rosetta,10.0,0.913
3006,8TTD,alpha,3.0,0.486
3007,8TTD,rosetta,3.0,0.618
3008,8TTD,alpha,6.0,0.406
3009,8TTD,rosetta,6.0,0.65
3010,8TTD,alpha,2.0,0.492
3011,8TTD,rosetta,2.0,0.765
3012,8TTD,alpha,14.0,0.731
3013,8TTD,rosetta,14.0,0.915
3014,8TTD,alpha,2.0,0.495
3015,8TTD,rosetta,2.0,0.976
3016,8TTD,alpha,2.0,0.637
3017,8TTD,rosetta,2.0,1.434
3018,8TTD,alpha,1.0,0.555
3019,8TTD,rosetta,1.0,0.806
3020,9CYP,alpha,1.0,1.141
3021,9CYP,rosetta,1.0,1.721
3022,9CYP,alpha,2.0,0.447
3023,9CYP,rosetta,2.0,0.934
3024,9CYP,alpha,6.0,0.577
3025,9CYP,rosetta,6.0,0.525
3026,9CYP,alpha,1.0,0.63
3027,9CYP,rosetta,1.0,0.872
3028,9CYP,alpha,9.0,0.548
3029,9CYP,rosetta,9.0,0.717
3030,9CYP,alpha,7.0,0.54
3031,9CYP,rosetta,7.0,1.364
3032,9CYP,alpha,4.0,0.465
3033,9CYP,rosetta,4.0,0.726
3034,9CYP,alpha,3.0,0.493
3035,9CYP,rosetta,3.0,0.594
3036,9CYP,alpha,1.0,0.384
3037,9CYP,rosetta,1.0,0.902
3038,9CYP,alpha,1.0,0.517
3039,9CYP,rosetta,1.0,0.776
3040,9CYP,alpha,4.0,0.428
3041,9CYP,rosetta,4.0,0.625
3042,9CYP,alpha,2.0,0.671
3043,9CYP,rosetta,2.0,1.554
3044,9CYP,alpha,13.0,0.93
3045,9CYP,rosetta,13.0,1.073
3046,9CYP,alpha,4.0,0.481
3047,9CYP,rosetta,4.0,0.606
3048,9CYP,alpha,3.0,0.497
3049,9CYP,rosetta,3.0,0.701
3050,9CYP,alpha,4.0,0.515
3051,9CYP,rosetta,4.0,1.058
3052,9CYP,alpha,12.0,1.073
3053,9CYP,rosetta,12.0,1.415
3054,9CYP,alpha,8.0,0.425
3055,9CYP,rosetta,8.0,0.942
3056,9CYP,alpha,5.0,0.466
3057,9CYP,rosetta,5.0,0.687
3058,9CYP,alpha,3.0,0.727
3059,9CYP,rosetta,3.0,2.01
3060,9CYP,alpha,2.0,0.552
3061,9CYP,rosetta,2.0,0.787
3062,9CYP,alpha,10.0,0.397
3063,9CYP,rosetta,10.0,0.973
3064,9CYP,alpha,6.0,1.642
3065,9CYP,rosetta,6.0,1.225
3066,8KEU,alpha,1.0,0.877
3067,8KEU,rosetta,1.0,1.63
3068,8KEU,alpha,3.0,0.669
3069,8KEU,rosetta,3.0,1.552
3070,8KEU,alpha,2.0,0.29
3071,8KEU,rosetta,2.0,0.741
3072,8KEU,alpha,5.0,0.789
3073,8KEU,rosetta,5.0,1.068
3074,8KEU,alpha,4.0,0.36
3075,8KEU,rosetta,4.0,0.663
3076,8KEU,alpha,4.0,0.602
3077,8KEU,rosetta,4.0,0.984
3078,8KEU,alpha,7.0,0.469
3079,8KEU,rosetta,7.0,0.787
3080,8KEU,alpha,2.0,0.461
3081,8KEU,rosetta,2.0,0.647
3082,8KEU,alpha,3.0,0.566
3083,8KEU,rosetta,3.0,0.562
3084,8KEU,alpha,8.0,0.722
3085,8KEU,rosetta,8.0,0.918
3086,8KEU,alpha,2.0,0.396
3087,8KEU,rosetta,2.0,1.24
3088,8KEU,alpha,2.0,0.506
3089,8KEU,rosetta,2.0,0.817
3090,8KEU,alpha,1.0,0.701
3091,8KEU,rosetta,1.0,0.996
3092,8KEU,alpha,1.0,0.823
3093,8KEU,rosetta,1.0,0.879
3094,8KEU,alpha,6.0,0.45
3095,8KEU,rosetta,6.0,0.638
3096,8KEU,alpha,6.0,0.549
3097,8KEU,rosetta,6.0,0.835
3098,8KEU,alpha,2.0,0.712
3099,8KEU,rosetta,2.0,0.695
3100,8KEU,alpha,1.0,0.448
3101,8KEU,rosetta,1.0,0.809
3102,8KCV,alpha,2.0,1.91
3103,8KCV,rosetta,2.0,2.173
3104,8KCV,alpha,3.0,0.887
3105,8KCV,rosetta,3.0,2.089
3106,8KCV,alpha,2.0,1.311
3107,8KCV,rosetta,2.0,3.605
3108,8KCV,alpha,2.0,0.584
3109,8KCV,rosetta,2.0,1.888
3110,8KCV,alpha,2.0,1.038
3111,8KCV,rosetta,2.0,1.352
3112,8KCV,alpha,6.0,0.513
3113,8KCV,rosetta,6.0,1.145
3114,8KCV,alpha,2.0,0.82
3115,8KCV,rosetta,2.0,1.169
3116,8KCV,alpha,4.0,0.783
3117,8KCV,rosetta,4.0,0.982
3118,8KCV,alpha,10.0,1.208
3119,8KCV,rosetta,10.0,1.616
3120,8KCV,alpha,5.0,1.206
3121,8KCV,rosetta,5.0,1.923
3122,8KCV,alpha,2.0,1.138
3123,8KCV,rosetta,2.0,1.632
3124,8KCV,alpha,6.0,1.387
3125,8KCV,rosetta,6.0,1.648
3126,8KCV,alpha,2.0,1.339
3127,8KCV,rosetta,2.0,1.808
3128,8KCV,alpha,2.0,1.162
3129,8KCV,rosetta,2.0,1.756
3130,8KCV,alpha,1.0,0.89
3131,8KCV,rosetta,1.0,1.139
3132,8KCV,alpha,3.0,0.813
3133,8KCV,rosetta,3.0,1.215
3134,8KCV,alpha,2.0,0.679
3135,8KCV,rosetta,2.0,1.137
3136,8KCV,alpha,4.0,1.693
3137,8KCV,rosetta,4.0,1.778
3138,8KCV,alpha,4.0,0.952
3139,8KCV,rosetta,4.0,1.226
3140,8KCV,alpha,2.0,1.565
3141,8KCV,rosetta,2.0,2.33
3142,8KCV,alpha,5.0,1.393
3143,8KCV,rosetta,5.0,1.724
3144,8KCV,alpha,5.0,1.228
3145,8KCV,rosetta,5.0,1.842
3146,8KCV,alpha,1.0,1.301
3147,8KCV,rosetta,1.0,1.717
3148,8KCV,alpha,7.0,1.113
3149,8KCV,rosetta,7.0,1.824
3150,8KCV,alpha,2.0,1.121
3151,8KCV,rosetta,2.0,1.553
3152,9FCX,alpha,1.0,1.976
3153,9FCX,rosetta,1.0,2.361
3154,9FCX,alpha,3.0,0.571
3155,9FCX,rosetta,3.0,1.044
3156,9FCX,alpha,7.0,0.496
3157,9FCX,rosetta,7.0,0.698
3158,9FCX,alpha,5.0,0.474
3159,9FCX,rosetta,5.0,0.935
3160,9FCX,alpha,4.0,0.662
3161,9FCX,rosetta,4.0,1.113
3162,9FCX,alpha,2.0,0.919
3163,9FCX,rosetta,2.0,1.089
3164,9FCX,alpha,6.0,0.717
3165,9FCX,rosetta,6.0,0.701
3166,9FCX,alpha,5.0,0.543
3167,9FCX,rosetta,5.0,0.86
3168,9FCX,alpha,3.0,0.86
3169,9FCX,rosetta,3.0,0.988
3170,9FCX,alpha,2.0,0.572
3171,9FCX,rosetta,2.0,0.72
3172,9FCX,alpha,2.0,0.545
3173,9FCX,rosetta,2.0,0.934
3174,9FCX,alpha,5.0,0.96
3175,9FCX,rosetta,5.0,1.424
3176,9FCX,alpha,4.0,0.996
3177,9FCX,rosetta,4.0,1.052
3178,9FCX,alpha,5.0,0.574
3179,9FCX,rosetta,5.0,0.742
3180,9FCX,alpha,4.0,0.484
3181,9FCX,rosetta,4.0,0.925
3182,9FCX,alpha,2.0,0.318
3183,9FCX,rosetta,2.0,0.654
3184,9FCX,alpha,3.0,1.283
3185,9FCX,rosetta,3.0,1.546
3186,8R36,alpha,2.0,1.392
3187,8R36,rosetta,2.0,1.394
3188,8R36,alpha,2.0,1.014
3189,8R36,rosetta,2.0,0.884
3190,8R36,alpha,3.0,0.871
3191,8R36,rosetta,3.0,0.781
3192,8R36,alpha,6.0,1.023
3193,8R36,rosetta,6.0,1.003
3194,8R36,alpha,1.0,0.695
3195,8R36,rosetta,1.0,0.758
3196,8R36,alpha,2.0,0.736
3197,8R36,rosetta,2.0,0.723
3198,8R36,alpha,8.0,1.228
3199,8R36,rosetta,8.0,1.062
3200,8R36,alpha,5.0,1.283
3201,8R36,rosetta,5.0,1.289
3202,8R36,alpha,1.0,1.24
3203,8R36,rosetta,1.0,0.795
3204,8R36,alpha,5.0,1.029
3205,8R36,rosetta,5.0,0.688
3206,8R36,alpha,4.0,0.574
3207,8R36,rosetta,4.0,0.897
3208,8R36,alpha,2.0,0.577
3209,8R36,rosetta,2.0,0.796
3210,8R36,alpha,3.0,0.615
3211,8R36,rosetta,3.0,0.753
3212,8R36,alpha,1.0,0.482
3213,8R36,rosetta,1.0,0.857
3214,8R36,alpha,7.0,0.935
3215,8R36,rosetta,7.0,0.998
3216,8R36,alpha,5.0,0.94
3217,8R36,rosetta,5.0,0.911
3218,8R36,alpha,1.0,1.043
3219,8R36,rosetta,1.0,0.656
3220,8R36,alpha,3.0,1.17
3221,8R36,rosetta,3.0,1.245
3222,8R36,alpha,3.0,0.76
3223,8R36,rosetta,3.0,1.169
3224,8R36,alpha,1.0,1.211
3225,8R36,rosetta,1.0,1.417
3226,8R36,alpha,3.0,1.445
3227,8R36,rosetta,3.0,1.113
3228,8R36,alpha,2.0,1.191
3229,8R36,rosetta,2.0,0.895
3230,8R36,alpha,2.0,1.12
3231,8R36,rosetta,2.0,0.785
3232,8R36,alpha,3.0,0.725
3233,8R36,rosetta,3.0,0.91
3234,8R36,alpha,6.0,0.578
3235,8R36,rosetta,6.0,0.733
3236,8R36,alpha,5.0,0.676
3237,8R36,rosetta,5.0,0.567
3238,8R36,alpha,2.0,0.941
3239,8R36,rosetta,2.0,0.652
3240,8R36,alpha,5.0,0.946
3241,8R36,rosetta,5.0,1.556
3242,8G4K,alpha,2.0,1.543
3243,8G4K,rosetta,2.0,2.298
3244,8G4K,alpha,2.0,0.597
3245,8G4K,rosetta,2.0,0.761
3246,8G4K,alpha,7.0,0.615
3247,8G4K,rosetta,7.0,0.723
3248,8G4K,alpha,5.0,0.458
3249,8G4K,rosetta,5.0,1.154
3250,8G4K,alpha,6.0,0.46
3251,8G4K,rosetta,6.0,0.838
3252,8G4K,alpha,2.0,1.474
3253,8G4K,rosetta,2.0,1.21
3254,8G4K,alpha,5.0,0.576
3255,8G4K,rosetta,5.0,1.049
3256,8G4K,alpha,2.0,0.818
3257,8G4K,rosetta,2.0,1.097
3258,8G4K,alpha,9.0,0.795
3259,8G4K,rosetta,9.0,0.966
3260,8G4K,alpha,1.0,0.669
3261,8G4K,rosetta,1.0,0.993
3262,8G4K,alpha,5.0,0.55
3263,8G4K,rosetta,5.0,1.015
3264,8G4K,alpha,4.0,0.43
3265,8G4K,rosetta,4.0,0.956
3266,8G4K,alpha,7.0,1.941
3267,8G4K,rosetta,7.0,2.346
3268,8QVK,alpha,3.0,1.065
3269,8QVK,rosetta,3.0,1.188
3270,8QVK,alpha,2.0,0.941
3271,8QVK,rosetta,2.0,1.248
3272,8QVK,alpha,3.0,1.048
3273,8QVK,rosetta,3.0,1.432
3274,8QVK,alpha,2.0,1.168
3275,8QVK,rosetta,2.0,1.292
3276,8QVK,alpha,2.0,1.055
3277,8QVK,rosetta,2.0,1.691
3278,8QVK,alpha,2.0,0.96
3279,8QVK,rosetta,2.0,1.823
3280,8QVK,alpha,2.0,0.49
3281,8QVK,rosetta,2.0,1.675
3282,8QVK,alpha,1.0,0.989
3283,8QVK,rosetta,1.0,1.628
3284,8QVK,alpha,5.0,1.098
3285,8QVK,rosetta,5.0,1.258
3286,8QVK,alpha,10.0,1.12
3287,8QVK,rosetta,10.0,1.743
3288,8QVK,alpha,1.0,1.094
3289,8QVK,rosetta,1.0,1.464
3290,8QVK,alpha,1.0,1.098
3291,8QVK,rosetta,1.0,1.264
3292,8QVK,alpha,3.0,0.977
3293,8QVK,rosetta,3.0,1.093
3294,8QVK,alpha,10.0,1.044
3295,8QVK,rosetta,10.0,1.569
3296,8QVK,alpha,4.0,0.824
3297,8QVK,rosetta,4.0,1.434
3298,8QVK,alpha,6.0,0.968
3299,8QVK,rosetta,6.0,1.345
3300,8QVK,alpha,3.0,0.558
3301,8QVK,rosetta,3.0,1.349
3302,8QVK,alpha,2.0,1.061
3303,8QVK,rosetta,2.0,1.194
3304,8QVK,alpha,2.0,0.851
3305,8QVK,rosetta,2.0,1.028
3306,8QVK,alpha,3.0,1.214
3307,8QVK,rosetta,3.0,1.412
3308,8QVK,alpha,6.0,1.339
3309,8QVK,rosetta,6.0,0.979
3310,8QVK,alpha,3.0,0.792
3311,8QVK,rosetta,3.0,1.057
3312,8QVK,alpha,1.0,0.665
3313,8QVK,rosetta,1.0,0.881
3314,8QVK,alpha,2.0,0.706
3315,8QVK,rosetta,2.0,1.345
3316,8QVK,alpha,4.0,0.436
3317,8QVK,rosetta,4.0,1.411
3318,8QVK,alpha,6.0,0.683
3319,8QVK,rosetta,6.0,0.966
3320,8QVK,alpha,3.0,0.749
3321,8QVK,rosetta,3.0,1.253
3322,8QVK,alpha,3.0,0.49
3323,8QVK,rosetta,3.0,1.355
3324,8QVK,alpha,13.0,0.58
3325,8QVK,rosetta,13.0,0.818
3326,8QVK,alpha,1.0,0.789
3327,8QVK,rosetta,1.0,1.495
3328,8QVK,alpha,4.0,0.709
3329,8QVK,rosetta,4.0,1.294
3330,8QVK,alpha,1.0,0.64
3331,8QVK,rosetta,1.0,1.141
3332,8QVK,alpha,1.0,0.827
3333,8QVK,rosetta,1.0,1.546
3334,8QVK,alpha,12.0,0.914
3335,8QVK,rosetta,12.0,1.666
3336,8QVK,alpha,5.0,1.368
3337,8QVK,rosetta,5.0,1.95
3338,8QVK,alpha,5.0,0.853
3339,8QVK,rosetta,5.0,1.517
3340,8QVK,alpha,1.0,1.041
3341,8QVK,rosetta,1.0,0.855
3342,8QVK,alpha,3.0,0.965
3343,8QVK,rosetta,3.0,1.169
3344,8QVK,alpha,7.0,1.269
3345,8QVK,rosetta,7.0,1.527
3346,8QVK,alpha,10.0,1.122
3347,8QVK,rosetta,10.0,1.024
3348,8QVK,alpha,4.0,0.996
3349,8QVK,rosetta,4.0,1.445
3350,8QVK,alpha,2.0,0.739
3351,8QVK,rosetta,2.0,0.759
3352,8QVK,alpha,4.0,0.761
3353,8QVK,rosetta,4.0,1.079
3354,8QVK,alpha,8.0,0.96
3355,8QVK,rosetta,8.0,1.613
3356,8QVK,alpha,7.0,0.83
3357,8QVK,rosetta,7.0,1.182
3358,8QVK,alpha,2.0,0.915
3359,8QVK,rosetta,2.0,1.708
3360,8QVK,alpha,5.0,1.06
3361,8QVK,rosetta,5.0,1.786
3362,8QVK,alpha,6.0,0.822
3363,8QVK,rosetta,6.0,1.125
3364,8QVK,alpha,1.0,0.833
3365,8QVK,rosetta,1.0,1.279
3366,8QVK,alpha,2.0,0.931
3367,8QVK,rosetta,2.0,1.585
3368,8Q3S,alpha,3.0,0.849
3369,8Q3S,rosetta,3.0,1.325
3370,8Q3S,alpha,6.0,0.665
3371,8Q3S,rosetta,6.0,1.287
3372,8Q3S,alpha,13.0,0.587
3373,8Q3S,rosetta,13.0,1.188
3374,8Q3S,alpha,3.0,0.512
3375,8Q3S,rosetta,3.0,1.688
3376,8Q3S,alpha,6.0,0.584
3377,8Q3S,rosetta,6.0,1.072
3378,8Q3S,alpha,2.0,0.609
3379,8Q3S,rosetta,2.0,1.353
3380,8Q3S,alpha,5.0,0.533
3381,8Q3S,rosetta,5.0,0.923
3382,8Q3S,alpha,2.0,0.381
3383,8Q3S,rosetta,2.0,1.333
3384,8Q3S,alpha,5.0,0.786
3385,8Q3S,rosetta,5.0,0.625
3386,8Q3S,alpha,3.0,0.494
3387,8Q3S,rosetta,3.0,0.81
3388,8Q3S,alpha,6.0,0.38
3389,8Q3S,rosetta,6.0,0.787
3390,8Q3S,alpha,5.0,0.435
3391,8Q3S,rosetta,5.0,1.325
3392,8Q3S,alpha,2.0,0.337
3393,8Q3S,rosetta,2.0,0.766
3394,8Q3S,alpha,1.0,0.341
3395,8Q3S,rosetta,1.0,1.24
3396,8Q3S,alpha,4.0,0.612
3397,8Q3S,rosetta,4.0,1.125
3398,8Q3S,alpha,6.0,0.387
3399,8Q3S,rosetta,6.0,0.8
3400,8Q3S,alpha,8.0,0.377
3401,8Q3S,rosetta,8.0,0.894
3402,8Q3S,alpha,2.0,0.283
3403,8Q3S,rosetta,2.0,0.643
3404,8Q3S,alpha,11.0,0.871
3405,8Q3S,rosetta,11.0,0.824
3406,8Q3S,alpha,10.0,0.485
3407,8Q3S,rosetta,10.0,0.964
3408,8Q3S,alpha,2.0,0.221
3409,8Q3S,rosetta,2.0,0.731
3410,8Q3S,alpha,4.0,0.36
3411,8Q3S,rosetta,4.0,0.831
3412,8Q3S,alpha,2.0,0.492
3413,8Q3S,rosetta,2.0,0.448
3414,8Q3S,alpha,2.0,0.319
3415,8Q3S,rosetta,2.0,0.368
3416,8Q3S,alpha,3.0,0.458
3417,8Q3S,rosetta,3.0,0.813
3418,8Q3S,alpha,5.0,0.404
3419,8Q3S,rosetta,5.0,0.927
3420,8Q3S,alpha,2.0,0.394
3421,8Q3S,rosetta,2.0,0.958
3422,8Q3S,alpha,7.0,0.523
3423,8Q3S,rosetta,7.0,0.979
3424,8Q3S,alpha,1.0,0.369
3425,8Q3S,rosetta,1.0,0.821
3426,8Q3S,alpha,3.0,0.402
3427,8Q3S,rosetta,3.0,0.793
3428,8Q3S,alpha,4.0,0.549
